student_id,attendance,participation,homework_scores,final_exam_score
2630,99,6,73,98
2631,94,25,62,53
2632,51,78,64,100
2633,90,37,46,63
2634,70,2,58,79
2635,51,79,46,71
2636,76,65,86,62
2637,58,94,47,56
2638,50,91,53,88
2639,60,70,40,48
2640,52,93,100,32
2641,72,42,52,100
2642,75,61,42,54
2643,53,70,92,44
2644,67,99,67,89
2645,55,92,77,52
2646,84,23,90,40
2647,71,38,54,88
2648,92,67,75,63
2649,64,92,92,36
2650,71,43,42,73
2651,86,4,43,93
2652,91,54,44,52
2653,61,92,89,87
2654,96,29,65,49
2655,98,28,64,56
2656,91,25,49,89
2657,87,82,47,37
2658,67,25,51,96
2659,94,36,93,31
2660,84,90,97,51
2661,79,93,98,99
2662,73,52,42,65
2663,91,29,66,53
2664,79,2,89,41
2665,63,42,62,51
2666,55,6,79,52
2667,52,48,97,92
2668,65,72,72,59
2669,56,40,53,48
2670,63,76,93,55
2671,58,78,62,40
2672,64,53,70,49
2673,70,68,52,85
2674,84,92,96,74
2675,51,98,51,97
2676,76,90,74,76
2677,51,26,57,87
2678,84,7,60,39
2679,67,31,84,51
2680,63,83,86,100
2681,69,63,81,53
2682,67,9,40,95
2683,59,12,100,90
2684,74,62,77,36
2685,51,92,80,67
2686,74,34,81,50
2687,82,60,86,37
2688,85,53,48,57
2689,80,7,62,83
2690,63,28,53,60
2691,50,94,50,70
2692,95,40,46,66
2693,65,29,70,67
2694,95,85,63,80
2695,52,20,65,66
2696,84,75,69,60
2697,90,10,73,91
2698,55,1,85,47
2699,74,49,77,35
2700,62,40,44,38
2701,83,65,44,40
2702,57,97,100,31
2703,70,2,58,58
2704,83,79,90,80
2705,53,50,77,98
2706,74,67,67,52
2707,64,86,65,36
2708,53,83,100,85
2709,94,24,81,91
2710,61,29,62,44
2711,81,81,85,82
2712,81,10,88,72
2713,77,92,69,64
2714,62,16,42,43
2715,80,25,67,98
2716,63,22,72,78
2717,69,55,81,47
2718,67,51,42,80
2719,78,47,44,30
2720,55,19,96,56
2721,81,1,58,93
2722,78,87,81,89
2723,92,30,97,70
2724,51,26,96,50
2725,72,1,87,43
2726,68,77,40,49
2727,80,3,77,40
2728,100,12,48,95
2729,54,99,99,53
2730,68,34,44,66
2731,83,71,98,53
2732,59,65,85,44
2733,74,5,81,41
2734,51,30,73,93
2735,60,9,76,60
2736,99,20,72,82
2737,80,73,64,73
2738,64,22,81,59
2739,58,2,68,64
2740,72,31,97,50
2741,68,19,64,92
2742,58,73,93,46
2743,84,28,98,41
2744,70,51,48,47
2745,58,45,42,89
2746,77,33,54,96
2747,95,100,43,44
2748,100,83,84,45
2749,56,60,77,51
2750,65,71,59,92
2751,65,70,88,60
2752,82,69,62,30
2753,53,10,76,35
2754,53,81,86,38
2755,88,92,47,81
2756,89,88,96,91
2757,66,62,76,87
2758,86,20,95,48
2759,88,2,84,42
2760,78,81,72,61
2761,85,87,72,38
2762,87,9,46,78
2763,88,26,61,66
2764,99,11,44,60
2765,86,6,85,60
2766,84,16,54,88
2767,56,64,60,84
2768,76,63,64,48
2769,77,25,56,92
2770,71,14,95,31
2771,63,32,89,74
2772,56,61,46,72
2773,86,100,93,30
2774,71,46,97,90
2775,54,94,89,32
2776,51,34,99,73
2777,76,64,100,36
2778,70,71,58,62
2779,87,75,91,38
2780,64,82,46,59
2781,70,24,79,47
2782,59,56,84,85
2783,72,31,98,60
2784,88,62,89,92
2785,54,11,63,79
2786,50,62,50,30
2787,62,76,80,48
2788,70,91,94,93
2789,75,0,40,82
2790,99,50,93,35
2791,94,69,71,46
2792,70,7,79,75
2793,67,67,92,84
2794,86,4,83,35
2795,94,88,41,99
2796,81,85,54,97
2797,85,91,60,69
2798,66,38,63,95
2799,84,22,89,38
2800,98,67,56,40
2801,60,51,86,49
2802,70,3,91,72
2803,75,46,91,87
2804,53,20,48,55
2805,83,100,74,67
2806,97,55,59,65
2807,67,65,58,84
2808,89,58,57,35
2809,84,6,59,32
2810,90,48,69,94
2811,78,15,79,93
2812,78,16,40,87
2813,87,83,63,87
2814,91,86,63,47
2815,70,97,86,52
2816,91,74,58,58
2817,62,33,69,52
2818,98,32,65,65
2819,90,25,81,99
2820,66,65,83,35
2821,58,62,99,63
2822,90,86,77,73
2823,50,40,68,73
2824,51,85,52,56
2825,97,57,43,81
2826,78,97,84,71
2827,82,78,56,54
2828,59,9,72,68
2829,99,14,44,68
2830,89,41,67,41
2831,70,92,63,40
2832,77,56,56,32
2833,60,86,89,51
2834,83,16,78,33
2835,57,59,87,37
2836,71,8,79,43
2837,57,35,83,43
2838,98,72,85,45
2839,64,79,90,61
2840,66,35,50,93
2841,72,47,51,45
2842,73,50,52,81
2843,94,96,47,48
2844,68,94,40,98
2845,54,69,48,41
2846,81,73,67,34
2847,93,79,41,71
2848,50,67,53,46
2849,72,21,52,39
2850,86,76,87,45
2851,57,79,41,45
2852,62,92,43,71
2853,57,5,51,32
2854,72,25,87,52
2855,92,74,49,57
2856,50,87,42,74
2857,94,92,43,97
2858,100,2,45,53
2859,73,51,62,48
2860,84,73,44,69
2861,73,59,89,75
2862,66,62,42,69
2863,54,64,49,91
2864,69,51,82,47
2865,70,89,58,41
2866,89,75,53,43
2867,80,13,60,90
2868,95,88,99,41
2869,85,71,82,56
2870,60,67,67,35
2871,64,27,60,62
2872,68,70,75,79
2873,56,9,63,41
2874,100,56,93,86
2875,77,99,77,82
2876,100,65,56,42
2877,92,89,61,32
2878,54,49,58,93
2879,54,13,84,87
2880,79,15,93,33
2881,81,53,49,74
2882,57,42,100,95
2883,59,41,50,65
2884,87,80,100,52
2885,96,21,77,48
2886,81,67,41,69
2887,97,18,72,45
2888,77,65,82,87
2889,66,38,70,47
2890,80,72,87,65
2891,57,18,74,53
2892,89,15,76,30
2893,74,53,86,30
2894,58,24,86,93
2895,51,17,75,91
2896,64,22,62,65
2897,99,84,75,47
2898,52,10,79,45
2899,98,38,78,46
2900,85,67,65,53
2901,53,24,64,97
2902,63,62,56,31
2903,90,95,54,39
2904,90,29,76,82
2905,74,44,84,80
2906,99,89,43,98
2907,59,60,61,43
2908,70,99,56,95
2909,85,50,61,82
2910,61,97,56,93
2911,76,8,53,78
2912,89,75,53,91
2913,51,1,56,66
2914,62,4,47,78
2915,81,61,73,97
2916,80,68,65,62
2917,65,51,84,51
2918,81,85,69,99
2919,81,4,61,62
2920,83,58,55,57
2921,60,67,69,33
2922,59,8,55,95
2923,64,92,77,78
2924,66,21,93,40
2925,89,26,63,64
2926,67,9,75,68
2927,58,79,74,39
2928,74,60,45,98
2929,89,50,43,52
2930,63,9,57,63
2931,74,5,45,61
2932,99,61,65,45
2933,71,4,76,97
2934,79,69,66,83
2935,69,62,80,57
2936,70,55,50,89
2937,93,58,77,89
2938,81,62,55,73
2939,100,88,58,31
2940,95,58,82,52
2941,98,50,92,75
2942,70,49,54,83
2943,84,3,65,100
2944,81,47,95,38
2945,79,31,80,99
2946,88,50,95,73
2947,98,51,70,41
2948,61,98,58,61
2949,90,73,96,63
2950,96,33,90,62
2951,67,35,63,93
2952,70,69,97,77
2953,62,42,48,45
2954,70,15,62,79
2955,57,58,43,52
2956,95,52,49,55
2957,89,18,48,83
2958,95,97,58,73
2959,56,88,54,66
2960,72,94,90,38
2961,93,40,73,42
2962,81,80,81,89
2963,60,46,58,31
2964,71,93,88,89
2965,71,53,91,86
2966,92,54,95,72
2967,74,94,60,48
2968,71,18,73,40
2969,77,61,90,76
2970,78,98,56,92
2971,62,92,57,36
2972,67,58,56,60
2973,51,64,41,84
2974,78,67,90,54
2975,70,27,40,59
2976,64,17,82,65
2977,76,25,96,79
2978,99,18,49,43
2979,80,54,76,58
2980,64,56,87,56
2981,100,5,95,79
2982,72,0,44,65
2983,73,7,95,63
2984,93,96,94,50
2985,62,50,51,67
2986,71,84,75,79
2987,92,87,70,66
2988,86,24,94,48
2989,82,46,77,30
2990,52,54,90,69
2991,68,63,48,84
2992,72,82,83,55
2993,78,92,65,72
2994,79,9,54,88
2995,88,55,55,80
2996,93,11,52,44
2997,96,32,64,37
2998,74,70,69,43
2999,86,16,92,36
3000,96,60,95,47
3001,57,9,46,41
3002,91,30,96,31
3003,65,59,94,79
3004,57,69,91,50
3005,50,16,43,36
3006,93,49,82,41
3007,54,36,79,86
3008,52,81,77,52
3009,50,61,96,59
3010,53,89,69,87
3011,89,79,49,81
3012,84,71,69,85
3013,81,87,78,39
3014,91,76,46,48
3015,83,28,75,48
3016,92,31,74,88
3017,74,87,63,73
3018,59,79,78,88
3019,70,10,75,33
3020,95,95,84,94
3021,88,5,59,42
3022,76,34,88,96
3023,76,32,71,41
3024,51,17,98,84
3025,90,36,78,90
3026,97,12,88,70
3027,62,73,65,65
3028,58,100,65,31
3029,85,89,75,51
3030,71,80,82,51
3031,91,63,74,70
3032,75,0,82,43
3033,61,62,74,64
3034,66,88,51,79
3035,63,33,72,38
3036,63,9,75,88
3037,83,83,53,85
3038,69,6,72,39
3039,60,55,85,54
3040,65,79,84,74
3041,100,36,84,40
3042,80,28,63,38
3043,55,11,54,36
3044,68,16,70,100
3045,86,47,56,63
3046,53,83,51,49
3047,96,25,61,34
3048,53,82,62,84
3049,69,11,65,44
3050,59,20,53,77
3051,73,41,51,33
3052,84,60,89,50
3053,75,57,43,38
3054,86,53,98,95
3055,87,33,85,64
3056,70,6,90,80
3057,89,34,100,66
3058,88,14,52,35
3059,70,64,96,80
3060,59,89,94,95
3061,87,98,57,46
3062,95,24,82,94
3063,53,58,67,38
3064,94,78,77,42
3065,69,85,80,87
3066,66,5,83,59
3067,56,51,58,60
3068,53,78,85,52
3069,78,87,86,92
3070,63,20,82,57
3071,52,70,77,88
3072,73,92,85,39
3073,86,95,42,55
3074,65,31,58,46
3075,53,52,59,69
3076,73,58,64,97
3077,83,68,50,52
3078,79,61,100,64
3079,67,3,95,38
3080,68,85,56,74
3081,80,17,100,66
3082,68,98,99,98
3083,98,80,98,48
3084,95,55,88,56
3085,68,23,94,42
3086,71,65,74,86
3087,73,12,53,89
3088,94,61,98,41
3089,61,53,78,38
3090,79,14,96,56
3091,87,68,58,92
3092,80,2,42,58
3093,85,36,73,51
3094,68,36,97,48
3095,97,100,88,67
3096,94,2,80,68
3097,85,62,61,44
3098,79,34,77,83
3099,98,51,95,61
3100,82,86,66,75
3101,67,27,60,90
3102,98,93,80,81
3103,77,17,70,63
3104,96,35,66,64
3105,60,32,76,99
3106,94,63,41,66
3107,82,25,93,90
3108,66,47,86,78
3109,55,39,48,38
3110,53,16,58,48
3111,69,39,81,57
3112,97,6,75,55
3113,96,56,49,67
3114,76,7,98,69
3115,64,55,79,54
3116,55,30,93,98
3117,96,58,84,100
3118,63,57,78,52
3119,60,11,46,94
3120,88,47,43,51
3121,58,30,54,93
3122,75,82,51,97
3123,65,62,87,87
3124,54,73,45,57
3125,59,38,99,97
3126,99,75,48,33
3127,52,19,74,30
3128,62,100,47,55
3129,92,47,46,62
3130,98,70,43,56
3131,79,53,97,71
3132,94,77,52,98
3133,55,74,58,100
3134,66,70,46,93
3135,94,28,49,54
3136,100,73,64,33
3137,68,92,83,41
3138,91,72,97,87
3139,84,99,74,40
3140,95,47,97,88
3141,75,73,64,65
3142,100,82,68,51
3143,54,55,95,94
3144,78,94,51,79
3145,86,16,90,33
3146,69,8,86,81
3147,98,96,79,72
3148,70,33,51,75
3149,59,44,91,33
3150,54,87,45,42
3151,85,8,99,67
3152,55,6,49,74
3153,75,15,41,54
3154,53,18,95,96
3155,88,5,84,84
3156,88,10,64,68
3157,99,75,46,94
3158,84,60,79,31
3159,50,41,62,98
3160,73,12,87,91
3161,85,11,50,75
3162,55,84,97,60
3163,90,73,75,64
3164,95,19,88,74
3165,93,49,87,83
3166,80,35,90,100
3167,69,91,62,98
3168,73,87,98,58
3169,74,68,82,37
3170,85,36,46,83
3171,70,11,66,36
3172,79,98,52,52
3173,73,39,90,61
3174,93,53,56,91
3175,91,1,71,74
3176,79,49,65,97
3177,71,40,96,59
3178,77,44,99,68
3179,56,8,61,34
3180,84,61,52,96
3181,77,85,100,51
3182,63,46,51,57
3183,59,4,46,51
3184,65,75,40,58
3185,65,0,72,72
3186,80,43,91,71
3187,91,21,94,89
3188,74,37,53,100
3189,62,18,98,97
3190,55,79,86,88
3191,93,30,82,35
3192,58,66,95,57
3193,94,86,97,60
3194,85,41,80,68
3195,92,81,56,79
3196,69,25,43,66
3197,67,12,91,44
3198,92,57,90,80
3199,70,17,78,99
3200,53,66,40,52
3201,99,86,80,54
3202,82,2,84,75
3203,76,54,63,52
3204,56,88,73,39
3205,55,90,73,61
3206,64,57,63,80
3207,67,62,98,70
3208,81,90,54,94
3209,60,51,56,94
3210,69,88,52,69
3211,73,23,46,47
3212,64,71,48,65
3213,97,8,83,60
3214,56,36,74,83
3215,70,93,62,92
3216,91,82,93,30
3217,75,52,86,81
3218,93,79,78,86
3219,63,23,62,38
3220,86,20,65,85
3221,70,99,40,76
3222,67,39,53,32
3223,54,61,71,31
3224,52,69,90,83
3225,72,68,87,66
3226,75,13,49,85
3227,86,41,40,60
3228,73,49,44,41
3229,98,60,42,87
3230,68,3,88,96
3231,100,71,89,55
3232,74,87,97,41
3233,70,74,92,45
3234,61,16,66,82
3235,90,84,90,78
3236,82,56,93,78
3237,99,89,96,36
3238,53,47,61,44
3239,91,43,57,65
3240,56,44,55,44
3241,71,90,41,91
3242,82,79,86,47
3243,66,89,52,75
3244,73,32,84,90
3245,83,30,55,72
3246,77,46,47,73
3247,92,5,82,95
3248,90,71,47,84
3249,88,70,93,68
3250,71,33,49,34
3251,98,52,94,86
3252,66,13,72,44
3253,83,15,70,45
3254,55,42,51,86
3255,95,72,48,54
3256,55,73,76,51
3257,83,80,48,60
3258,50,11,87,63
3259,59,69,57,45
3260,70,18,69,99
3261,54,40,71,88
3262,51,52,79,44
3263,71,28,62,42
3264,97,69,50,53
3265,51,58,59,42
3266,59,88,58,94
3267,83,63,75,65
3268,65,23,91,78
3269,97,88,65,77
3270,100,15,49,72
3271,88,51,63,35
3272,71,79,52,97
3273,61,5,100,43
3274,73,36,91,59
3275,96,84,85,37
3276,89,3,92,83
3277,87,97,73,95
3278,59,91,68,33
3279,84,37,75,89
3280,100,40,46,82
3281,98,91,90,44
3282,81,80,69,30
3283,56,13,56,51
3284,70,70,87,44
3285,69,85,52,51
3286,75,50,95,79
3287,53,64,63,77
3288,95,92,93,80
3289,71,51,94,46
3290,64,94,70,80
3291,89,29,97,66
3292,70,56,66,78
3293,64,78,89,88
3294,71,81,60,39
3295,77,98,83,59
3296,63,29,94,50
3297,76,97,96,63
3298,90,41,40,79
3299,89,10,54,76
3300,77,26,42,35
3301,75,23,45,79
3302,98,98,53,92
3303,51,38,94,41
3304,74,71,77,70
3305,52,17,72,60
3306,57,76,91,31
3307,93,44,77,45
3308,82,87,47,30
3309,91,86,65,33
3310,84,11,54,76
3311,55,48,53,94
3312,88,93,87,81
3313,72,30,59,76
3314,74,91,94,79
3315,99,21,87,74
3316,92,43,98,71
3317,68,91,58,85
3318,54,63,95,100
3319,100,76,72,86
3320,60,24,75,62
3321,61,50,63,57
3322,59,6,49,73
3323,57,5,91,85
3324,73,23,89,73
3325,77,18,73,63
3326,90,82,75,43
3327,85,99,86,97
3328,86,8,100,58
3329,70,35,75,46
3330,57,39,55,38
3331,58,92,54,56
3332,96,23,57,78
3333,64,47,46,66
3334,97,62,86,57
3335,95,68,61,79
3336,89,52,71,84
3337,67,53,82,33
3338,91,41,58,48
3339,69,44,79,66
3340,55,89,95,33
3341,61,13,40,66
3342,51,28,74,80
3343,56,5,44,61
3344,65,6,89,74
3345,52,36,51,41
3346,94,52,51,70
3347,52,17,60,85
3348,76,86,98,43
3349,99,37,97,83
3350,92,58,58,92
3351,89,0,48,94
3352,87,67,82,87
3353,82,43,88,50
3354,77,46,87,33
3355,50,34,75,75
3356,57,86,81,41
3357,86,90,93,59
3358,81,59,86,89
3359,97,89,96,100
3360,92,51,90,94
3361,86,7,71,43
3362,53,79,74,73
3363,79,40,70,55
3364,55,2,99,45
3365,95,95,92,36
3366,68,68,94,61
3367,81,83,71,45
3368,58,13,76,91
3369,61,95,71,59
3370,60,25,82,100
3371,95,69,95,41
3372,65,57,76,96
3373,50,99,78,75
3374,94,39,77,72
3375,70,50,69,84
3376,79,4,97,74
3377,62,76,71,89
3378,83,31,84,100
3379,53,79,41,61
3380,77,0,90,37
3381,87,76,50,91
3382,80,53,98,49
3383,76,10,59,47
3384,54,52,76,35
3385,74,7,48,58
3386,52,24,77,33
3387,82,39,88,100
3388,53,31,58,72
3389,74,87,94,63
3390,69,27,79,100
3391,83,77,46,62
3392,75,2,44,44
3393,54,99,86,69
3394,84,90,81,34
3395,77,83,63,79
3396,78,78,87,95
3397,58,61,80,83
3398,87,26,46,75
3399,99,44,50,40
3400,55,91,48,78
3401,68,24,88,52
3402,93,60,69,84
3403,60,43,80,34
3404,51,96,42,93
3405,96,45,61,64
3406,93,13,79,98
3407,93,7,90,83
3408,58,47,59,32
3409,70,13,71,35
3410,73,64,87,85
3411,83,79,46,31
3412,71,81,99,67
3413,52,6,46,85
3414,61,78,59,34
3415,77,87,64,75
3416,79,48,84,40
3417,75,54,74,94
3418,97,12,83,39
3419,70,72,63,70
3420,77,55,79,73
3421,75,55,52,62
3422,82,14,91,85
3423,70,56,87,41
3424,84,57,78,31
3425,83,34,43,30
3426,90,87,100,94
3427,100,96,51,62
3428,96,15,56,65
3429,67,7,40,50
3430,60,92,56,65
3431,72,86,41,55
3432,97,44,45,76
3433,71,94,83,30
3434,66,39,97,67
3435,54,53,50,43
3436,93,13,92,75
3437,60,58,82,71
3438,79,93,57,36
3439,64,52,79,84
3440,76,26,64,85
3441,84,46,78,92
3442,82,79,67,53
3443,69,5,85,33
3444,65,54,55,71
3445,83,96,51,99
3446,51,43,80,57
3447,84,17,91,69
3448,89,15,68,80
3449,77,11,62,58
3450,96,19,60,71
3451,88,44,55,98
3452,55,63,92,34
3453,58,58,90,70
3454,69,92,87,90
3455,50,93,80,84
3456,57,89,84,57
3457,72,21,65,70
3458,52,96,76,38
3459,53,46,61,58
3460,74,28,90,67
3461,96,85,49,91
3462,87,44,46,83
3463,64,76,48,81
3464,70,8,64,63
3465,84,23,85,66
3466,95,14,54,78
3467,63,35,52,71
3468,85,12,81,43
3469,61,90,85,62
3470,66,43,65,46
3471,88,100,60,61
3472,58,70,62,97
3473,84,71,100,68
3474,62,100,83,39
3475,64,77,67,53
3476,67,75,100,87
3477,100,35,90,98
3478,82,60,77,93
3479,55,80,51,48
3480,76,39,63,37
3481,72,92,52,100
3482,76,26,79,69
3483,83,0,87,42
3484,95,33,41,56
3485,87,67,93,31
3486,63,87,78,45
3487,85,20,51,43
3488,57,32,78,46
3489,84,6,90,89
3490,68,64,53,99
3491,79,2,69,46
3492,63,50,80,74
3493,69,78,89,67
3494,98,94,82,93
3495,74,53,87,35
3496,89,79,58,89
3497,73,73,70,78
3498,63,92,82,50
3499,75,58,89,52
3500,87,5,82,86
3501,72,28,64,93
3502,71,16,43,58
3503,97,59,89,56
3504,68,21,90,35
3505,95,23,52,50
3506,100,80,75,100
3507,52,84,81,70
3508,91,50,100,34
3509,68,49,93,44
3510,58,10,76,50
3511,77,55,42,87
3512,69,70,55,33
3513,94,41,65,98
3514,56,38,79,36
3515,63,68,95,64
3516,58,47,78,65
3517,68,56,58,44
3518,96,20,85,31
3519,63,81,54,86
3520,87,98,71,34
3521,85,19,88,100
3522,89,14,60,61
3523,66,68,40,70
3524,79,76,45,71
3525,58,50,66,94
3526,82,75,62,69
3527,74,61,86,67
3528,63,84,70,71
3529,60,36,51,66
3530,84,5,60,85
3531,90,70,91,100
3532,63,25,41,84
3533,79,7,44,83
3534,90,72,48,51
3535,53,90,59,56
3536,53,3,85,76
3537,77,20,57,67
3538,57,30,100,68
3539,51,20,61,44
3540,90,24,47,95
3541,95,14,73,90
3542,71,34,48,89
3543,90,48,46,37
3544,65,42,69,73
3545,78,40,100,72
3546,98,36,57,35
3547,97,56,66,56
3548,79,41,55,74
3549,61,46,60,52
3550,84,91,44,42
3551,60,60,94,97
3552,95,13,68,93
3553,99,67,86,54
3554,70,52,76,81
3555,70,83,82,77
3556,54,33,61,90
3557,97,75,53,46
3558,69,96,96,69
3559,86,23,58,98
3560,52,19,74,55
3561,93,68,63,85
3562,82,29,81,69
3563,58,87,99,97
3564,58,6,45,37
3565,53,35,99,74
3566,84,37,97,46
3567,66,79,42,70
3568,83,51,73,38
3569,73,14,84,99
3570,81,45,89,53
3571,50,22,41,40
3572,57,11,54,64
3573,94,92,76,58
3574,72,43,54,37
3575,96,14,99,46
3576,89,92,71,100
3577,61,48,60,41
3578,61,20,56,79
3579,95,14,73,53
3580,96,13,71,66
3581,64,41,89,40
3582,90,79,86,88
3583,68,14,91,84
3584,75,62,62,56
3585,78,67,74,96
3586,71,26,76,89
3587,89,86,82,31
3588,70,92,80,97
3589,100,52,76,47
3590,87,51,96,49
3591,69,62,72,92
3592,78,72,64,31
3593,100,52,85,71
3594,53,56,76,57
3595,56,51,79,58
3596,77,42,60,98
3597,77,6,85,57
3598,53,41,99,89
3599,71,3,87,34
3600,61,68,77,44
3601,94,4,79,61
3602,52,74,73,81
3603,71,91,58,66
3604,93,79,66,44
3605,51,40,48,70
3606,73,93,44,33
3607,83,3,44,82
3608,76,1,64,56
3609,90,66,65,50
3610,50,20,58,89
3611,57,69,69,93
3612,72,42,75,100
3613,87,81,87,76
3614,55,68,87,83
3615,71,8,55,60
3616,74,83,46,46
3617,67,27,57,79
3618,66,25,95,36
3619,61,81,60,57
3620,55,82,70,39
3621,75,2,40,56
3622,76,72,42,42
3623,57,99,70,95
3624,68,94,64,89
3625,91,48,92,72
3626,50,16,47,98
3627,78,62,40,92
3628,94,54,46,99
3629,98,22,46,94
3630,84,33,47,96
3631,89,68,58,83
3632,63,14,56,65
3633,84,46,50,100
3634,97,2,86,44
3635,94,82,80,47
3636,69,27,88,33
3637,98,2,50,40
3638,62,3,77,35
3639,87,87,80,80
3640,98,30,89,87
3641,95,44,91,89
3642,98,58,41,47
3643,57,44,43,96
3644,92,74,89,46
3645,69,36,67,63
3646,82,64,72,59
3647,75,8,50,48
3648,88,16,42,38
3649,70,64,79,69
3650,98,2,44,73
3651,91,25,91,88
3652,92,52,60,54
3653,90,30,61,100
3654,58,25,93,82
3655,73,22,76,77
3656,86,29,99,100
3657,98,9,50,82
3658,90,71,83,78
3659,66,88,61,72
3660,73,63,80,48
3661,70,21,92,95
3662,100,14,52,63
3663,88,55,93,83
3664,90,73,91,30
3665,88,19,100,84
3666,62,46,42,44
3667,60,86,52,44
3668,95,52,67,52
3669,68,52,93,95
3670,60,0,50,75
3671,62,1,50,38
3672,95,57,60,95
3673,94,18,91,95
3674,50,61,60,47
3675,89,77,46,46
3676,93,71,56,63
3677,68,11,87,98
3678,61,25,53,93
3679,57,26,72,73
3680,57,28,50,58
3681,94,14,52,91
3682,61,45,40,45
3683,97,0,73,81
3684,82,59,48,31
3685,94,91,52,90
3686,75,56,76,33
3687,88,2,69,81
3688,77,17,80,70
3689,54,51,84,81
3690,57,59,76,60
3691,74,33,86,55
3692,76,95,46,56
3693,95,92,53,80
3694,72,88,87,77
3695,79,59,45,40
3696,94,25,73,37
3697,96,71,55,41
3698,72,18,90,74
3699,98,21,76,63
3700,96,92,75,76
3701,69,32,85,50
3702,67,37,98,70
3703,67,34,45,51
3704,51,66,47,50
3705,53,82,63,57
3706,79,9,42,96
3707,82,90,43,100
3708,85,14,71,43
3709,67,10,40,81
3710,86,89,73,72
3711,68,23,84,100
3712,96,76,48,48
3713,77,95,51,56
3714,89,100,49,47
3715,69,3,49,42
3716,98,12,89,30
3717,82,72,83,63
3718,61,56,93,42
3719,100,97,87,80
3720,64,36,62,30
3721,90,47,45,57
3722,88,70,63,61
3723,51,0,96,84
3724,78,59,63,55
3725,90,11,60,43
3726,59,20,95,97
3727,51,10,81,92
3728,100,43,70,43
3729,60,57,86,56
3730,62,43,97,70
3731,59,77,80,32
3732,63,97,69,88
3733,67,33,95,52
3734,100,24,73,47
3735,58,3,57,70
3736,88,63,51,37
3737,77,89,74,61
3738,52,15,46,70
3739,69,9,80,74
3740,55,65,79,38
3741,76,34,64,77
3742,51,82,45,53
3743,78,5,40,73
3744,87,18,85,87
3745,52,58,55,95
3746,65,52,99,47
3747,79,7,87,58
3748,89,77,43,31
3749,51,9,68,97
3750,66,66,77,68
3751,90,37,86,70
3752,61,28,67,100
3753,84,14,61,51
3754,92,86,47,78
3755,50,22,71,57
3756,94,81,72,45
3757,64,45,52,97
3758,75,82,66,91
3759,86,27,57,65
3760,70,25,57,51
3761,98,9,52,40
3762,80,46,61,71
3763,74,3,53,84
3764,72,54,50,64
3765,73,65,78,86
3766,87,66,89,63
3767,77,6,92,99
3768,70,54,61,33
3769,92,79,75,75
3770,67,30,56,40
3771,85,73,90,90
3772,84,18,71,64
3773,94,27,53,98
3774,58,80,81,86
3775,87,27,96,40
3776,79,18,68,41
3777,93,100,45,72
3778,83,86,89,48
3779,81,19,96,97
3780,52,12,43,88
3781,52,76,50,31
3782,77,42,84,37
3783,93,10,79,51
3784,64,47,49,50
3785,90,14,94,58
3786,72,16,67,66
3787,89,53,50,58
3788,60,49,74,66
3789,97,27,54,50
3790,81,82,47,41
3791,85,3,59,77
3792,82,21,89,76
3793,73,85,98,44
3794,88,100,60,96
3795,83,38,40,42
3796,77,33,68,88
3797,86,96,63,42
3798,56,43,69,48
3799,53,41,79,86
3800,86,39,74,61
3801,50,96,72,50
3802,50,11,59,43
3803,96,1,96,53
3804,69,27,55,78
3805,68,73,48,61
3806,78,85,70,40
3807,59,80,56,89
3808,67,89,98,97
3809,77,66,70,90
3810,84,70,87,34
3811,92,71,62,65
3812,96,83,45,93
3813,80,75,69,61
3814,76,98,94,100
3815,60,80,46,95
3816,98,91,95,39
3817,98,9,87,50
3818,87,85,79,69
3819,54,56,81,71
3820,57,96,85,75
3821,83,85,50,70
3822,97,36,73,33
3823,61,76,51,43
3824,87,90,99,43
3825,50,63,99,82
3826,80,78,91,58
3827,53,85,91,52
3828,98,93,84,60
3829,94,39,86,100
3830,99,100,66,90
3831,54,97,97,52
3832,79,59,51,37
3833,73,97,52,45
3834,52,47,47,55
3835,60,98,55,58
3836,94,18,100,35
3837,53,71,68,66
3838,75,32,74,62
3839,76,43,99,75
3840,95,91,68,90
3841,92,36,70,70
3842,76,88,52,47
3843,91,35,51,45
3844,100,80,90,80
3845,99,87,100,66
3846,55,20,41,43
3847,64,1,72,97
3848,79,30,47,59
3849,91,96,80,89
3850,86,29,96,82
3851,86,75,98,65
3852,91,43,79,59
3853,86,11,92,93
3854,84,50,88,43
3855,72,48,80,52
3856,55,23,71,77
3857,53,23,77,57
3858,67,59,67,36
3859,58,10,54,71
3860,98,12,62,39
3861,78,90,63,97
3862,62,71,52,73
3863,96,73,60,42
3864,66,71,93,62
3865,94,63,51,61
3866,81,19,52,77
3867,97,71,78,34
3868,71,72,62,90
3869,53,70,89,32
3870,54,77,85,53
3871,86,27,82,63
3872,90,1,67,71
3873,98,42,53,49
3874,62,7,56,70
3875,83,12,63,49
3876,94,84,92,35
3877,71,91,97,86
3878,72,34,73,71
3879,100,22,90,54
3880,52,45,87,70
3881,91,14,61,70
3882,83,1,49,32
3883,81,60,93,72
3884,94,75,47,75
3885,100,63,60,86
3886,98,51,76,80
3887,70,35,46,34
3888,95,66,65,44
3889,93,68,52,68
3890,70,66,55,99
3891,93,46,69,67
3892,60,82,70,68
3893,88,1,44,81
3894,53,43,71,32
3895,100,100,55,58
3896,50,63,86,60
3897,77,80,48,95
3898,73,77,61,74
3899,84,27,94,51
